Date(UTC),Transaction Fee,Average Gas Used,Chaindata Size,Blocktime,Address Growth,Price (USD),Ether Supply,Hashrate,Average Gas Limit,Average Gas Price,Ether Supply Growth,Block Reward,Block Difficulty,Block Size,Transactions,Uncle Count
9/3/2017,296684543722556240166,14093399641,269934845921,24.24,6941689,352.45,18642.03125,95055.9858,6713503,24625907338,94413437.84375,3539,2250.2889999999998,13871,302525,241
9/4/2017,487767496108771785865,18669548895,271864042041,24.33,7004719,303.7,18921.09375,93647.0268,6717796,27792328086,94432358.9375,3527,2243.9629999999997,19760,442592,323
9/5/2017,615809001055405203097,20587720062,273716144549,24.08,7067974,317.94,19101.25,93755.3541,6718965,30139309787,94451460.1875,3559,2231.041,19704,444572,332
9/6/2017,770277418637855913270,21850533489,275635281258,24.44,7136790,338.92,18888.28125,92625.4335,6720505,36519706124,94470348.46875,3510,2232.6,22603,496376,345
9/7/2017,734239584314302559884,21860214702,277528850260,24.16,7201288,335.37,19132.65625,94467.199,6715732,36147491376,94489481.125,3547,2253.842,21135,448347,353
9/8/2017,758749006955942549908,21076267456,279404284989,23.86,7267913,306.72,19267.1875,99874.6125,6719904,42275877643,94508748.3125,3592,2351.174,20975,463670,330
9/9/2017,441035120382979369503,17994285809,280817418787,24.01,7329084,303.79,19035.78125,98008.0751,6716947,29941043195,94527784.09375,3561,2321.405,17147,383654,313
9/10/2017,413297569259006079549,15867451570,282877813947,24.03,7379849,299.21,18988.75,97253.2383,6715625,36135150446,94546772.84375,3574,2289.896,14680,325128,292
9/11/2017,393332823000430979888,17619207471,284160193880,24.12,7444820,297.95,18846.09375,97867.1491,6714227,26441744516,94565618.9375,3551,2312.746,16764,365384,279
9/12/2017,519977466207659415783,19047548800,286057065115,23.83,7508515,294.1,19312.5,101026.2362,6714220,28430040166,94584931.4375,3603,2375.29,18037,404898,328
9/13/2017,463058657601601522710,18052205923,287477918373,24.19,7563718,275.84,18898.28125,96862.5167,6715468,27123610125,94603829.71875,3536,2324.138,16933,365679,313
9/14/2017,408768329593545821126,18330776595,289439059970,23.71,7618435,223.14,19289.6875,99538.6898,6715044,28372005082,94623119.40625,3599,2321.976,17288,380251,330
9/15/2017,636971536778819209024,20666662769,291342615877,23.56,7679736,259.57,19536.40625,101654.7838,6717105,35527257414,94642655.8125,3616,2366.097,19312,441767,373
9/16/2017,660859549314408001047,20417940497,293238862105,23.68,7729925,254.49,19337.96875,100630.004,6717637,35281116400,94661993.78125,3609,2350.116,16698,373764,331
9/17/2017,371183068103848447609,16461120596,294670962088,23.67,7772453,258.4,19222.03125,102518.68,6716056,32847109838,94681215.8125,3630,2390.881,14350,289517,273
9/18/2017,403163138029643864124,18065378622,296096049764,23.99,7822945,297.53,19065.0,100308.5274,6718339,27527967857,94700280.8125,3557,2351.653,17536,362764,332
9/19/2017,385073423359178467932,18037053711,298012248407,23.53,7878304,283.0,19372.96875,102499.12,6717099,28240983765,94719653.78125,3628,2380.774,16596,337752,315
9/20/2017,656834640397105791211,19198494584,299645377293,23.74,7943832,283.56,19182.03125,101517.21,6715542,30102925181,94738835.8125,3600,2380.9570000000003,16028,324984,297
9/21/2017,325903199025540040684,17557702349,300541908272,23.53,8006858,257.77,19336.40625,104042.0377,6717385,23983898010,94758172.21875,3645,2405.383,16104,317074,285
9/22/2017,306112519401891525774,14989028970,300907974780,28.57,8042491,262.94,15743.59375,104698.4895,6716774,24379043547,94773915.8125,3001,2938.237,16972,271470,187
9/23/2017,315524338577302959857,14148926235,301367503580,29.78,8078626,286.14,15005.78125,100932.1989,6713163,23562292733,94788921.59375,2884,2960.802,15951,260107,149
9/24/2017,440089694340212251319,15049348283,302761447931,29.19,8112522,282.6,15461.40625,102079.6576,6715000,28226701571,94804383.0,2938,2945.612,17983,280929,193
9/25/2017,383148272059298778562,15438672580,304139835227,30.16,8153119,294.89,14874.375,98483.7466,6715944,25547420148,94819257.375,2836,2912.421,19577,306614,176
9/26/2017,385775178878301041310,17258565559,305533144327,29.56,8211953,288.64,15206.875,98888.3825,6716846,24571949910,94834464.25,2890,2887.116,18527,306075,192
9/27/2017,422710363398752933696,16132176667,307393212679,29.54,8269803,309.97,15411.09375,100067.2592,6716780,26548967736,94849875.34375,2904,2916.0429999999997,18893,309047,227
9/28/2017,370160472356163295798,15969409283,309024241566,30.02,8323753,302.77,14997.96875,98281.0989,6716179,25409632808,94864873.3125,2856,2896.072,20553,329208,183
9/29/2017,330886157979594145649,15903325578,310902761456,30.31,8364828,292.58,14852.5,94268.7683,6715709,23184436268,94879725.8125,2829,2802.9709999999995,21540,326502,184
9/30/2017,371957481380512611746,15741288840,312291947070,30.27,8406110,302.77,14931.40625,92965.1376,6717220,26231412090,94894657.21875,2840,2773.895,21998,295798,189
10/1/2017,358613329436254304597,15310702625,313649361419,30.09,8439924,303.95,15132.65625,97055.9237,6717855,24190581701,94909789.875,2862,2865.6490000000003,21781,283871,209
10/2/2017,356930578828195825541,15476144246,315040555199,30.02,8487975,296.81,15089.21875,96955.9662,6718652,25376879520,94924879.09375,2842,2861.171,21143,306095,223
10/3/2017,381246395654145484290,16505707600,316850873053,29.95,8537491,291.81,15178.4375,96187.6182,6718978,23882103385,94940057.53125,2862,2838.8259999999996,20918,327906,222
10/4/2017,385387152162937564637,16487207597,317315034538,29.47,8583378,291.68,15318.4375,99924.2321,6715126,23689836678,94955375.96875,2886,2896.353,20395,307399,226
10/5/2017,418983077851950083762,15769323939,317401637790,29.03,8622252,294.99,15477.03125,103964.8899,6714835,24302843665,94970853.0,2946,2968.7470000000003,20313,314808,189
10/6/2017,437255331091613042088,16237865284,318325947162,29.97,8660904,308.33,15024.0625,99395.0518,6717054,25759310387,94985877.0625,2848,2912.4790000000003,21656,319882,202
10/7/2017,316276345068356551823,14920815678,319799377234,30.02,8696647,311.26,15015.15625,96306.9606,6714406,22705744740,95000892.21875,2848,2857.438,19657,291091,197
10/8/2017,357347800341582836945,15692320454,321679576073,29.68,8738451,309.49,15199.53125,99957.7366,6717153,24091593642,95016091.75,2879,2915.5209999999997,19150,296829,205
10/9/2017,379844761748672585299,16593181455,323039653874,29.72,8791812,296.95,15208.75,100305.6568,6719400,24174030452,95031300.5,2882,2930.9559999999997,19671,328172,204
10/10/2017,417793497545713700015,16179450785,324426548677,29.45,8837358,298.46,15484.375,100346.7409,6714505,25058292801,95046784.875,2915,2913.485,21438,349605,232
10/11/2017,938415100756440140153,16118748639,325835871989,29.34,8880536,302.86,15499.84375,103201.435,6715640,30039329444,95062284.71875,2915,2997.386,20045,344305,235
10/12/2017,421957034378931247313,16867122755,327662105217,29.42,8930073,302.89,15391.5625,100658.819,6714754,24512657109,95077676.28125,2899,2911.728,21137,363411,230
10/13/2017,474904048256685570442,16818042076,329498370102,29.62,8982527,336.83,15437.1875,104478.2166,6718163,26489325565,95093113.46875,2891,3031.012,21845,379136,246
10/14/2017,398049613885228241262,16796028877,331392354534,29.74,9026250,338.81,15317.8125,99078.8168,6717269,24196653845,95108431.28125,2887,2917.998,19951,332169,226
10/15/2017,386388929966350517732,16839186003,333233715439,29.2,9075349,336.58,15580.15625,103434.7686,6714419,23514174126,95124011.4375,2925,2962.491,19011,328921,241
10/16/2017,337116475117611492142,21922149733,335090456001,18.78,9135201,334.23,16169.5625,103706.3558,6716404,16678649826,95140181.0,4554,1922.3239999999998,16294,408297,502
10/17/2017,322847244140186147412,23228035407,336456722444,14.08,9195945,316.14,20147.25,103140.2309,6716565,14194850634,95160328.25,6050,1430.7939999999999,14412,505611,864
10/18/2017,299370944841425492171,21489016601,338305637788,13.75,9250984,313.54,20377.40625,104018.5548,6716945,14081137033,95180705.65625,6221,1412.602,13060,470449,739
10/19/2017,283929624900779239198,24000639917,338340166812,13.71,9320260,307.41,20426.15625,107745.2962,6716823,12235259269,95201131.8125,6241,1460.305,12978,494184,739
10/20/2017,491672418413768698430,26586311517,340126185242,13.68,9391327,303.08,20475.0,107296.8232,6715665,14610349751,95221606.8125,6237,1448.0479999999998,15254,546837,760
10/21/2017,230098011400130959809,18071912431,342061055039,13.69,9450402,299.55,20143.21875,109179.8738,6716829,12128683877,95241750.03125,6229,1470.935,11983,462902,625
10/22/2017,196134800566113227074,17476517075,344438457001,13.59,9508412,294.03,20384.25,110340.082,6717027,10751750663,95262134.28125,6280,1479.8829999999998,10947,435493,660
10/23/2017,269725566031986148263,22112574421,346356580230,13.63,9581597,285.27,20470.40625,108188.1292,6713991,13780011469,95282604.6875,6254,1455.82,12828,468168,735
10/24/2017,357095144057030277081,26564339882,348267816256,13.64,9668925,296.5,20529.46875,111176.9227,6716623,14415708346,95303134.15625,6248,1496.921,13946,492288,773
10/25/2017,290665881547283593322,26309948399,350175618203,13.78,9742825,296.35,20218.21875,109101.8007,6716677,12720316553,95323352.375,6176,1484.205,14347,460419,733
10/26/2017,275041131001189840720,25792258901,352052965751,13.87,9815741,295.54,20198.15625,105391.6618,6716410,12385996259,95343550.53125,6157,1437.0179999999998,14417,466406,743
10/27/2017,297455543733301559684,26465608457,354432203891,13.67,9877222,296.36,20471.25,107301.2973,6716447,11545392383,95364021.78125,6229,1447.521,14924,486147,760
10/28/2017,241167628141156534205,24238961845,355136510019,13.69,9919259,293.35,20445.375,109022.7007,6717997,10491940195,95384467.15625,6240,1468.4260000000002,14317,484554,740
10/29/2017,242546692538610440351,24746206086,356539365578,13.78,9962016,304.04,20288.8125,107364.0917,6719600,10371979124,95404755.96875,6194,1459.599,14872,494176,738
10/30/2017,295610197213806392153,26614306113,358731954960,14.02,10016332,306.8,20098.59375,104689.5115,6717222,11808258897,95424854.5625,6072,1447.379,16448,532626,805
10/31/2017,330604031180157843579,29533828429,361283520260,13.58,10090762,303.64,20636.4375,109011.5712,6719731,13692446133,95445491.0,6275,1462.2420000000002,15604,519906,774
11/1/2017,370465694941201541908,29424380755,363476031044,13.85,10170977,289.42,20228.34375,109939.7975,6718288,14979336359,95465719.34375,6142,1505.309,15758,527783,773
11/2/2017,373864831846244436703,29711567693,365655358464,13.83,10265149,284.92,20296.78125,105632.0807,6714869,15919836477,95486016.125,6144,1441.55,15696,529277,795
11/3/2017,278695734082719853906,27474314374,368291487530,13.68,10334844,304.51,20309.4375,104827.259,6716000,12781813101,95506325.5625,6208,1419.283,15831,485790,714
11/4/2017,212077525073945084800,21376023145,370917028078,13.78,10389337,300.04,20188.3125,103567.0937,6714627,11624799927,95526513.875,6196,1405.2220000000002,12156,398758,686
11/5/2017,199749040549872532881,18773996019,373965962116,13.54,10440241,296.23,20592.46875,107894.9432,6713173,10703460687,95547106.34375,6299,1439.533,11640,417102,725
11/6/2017,268798303897472240931,21153932849,376581943366,13.77,10503649,296.82,20240.625,105654.5317,6714082,10433598351,95567346.96875,6199,1433.805,13796,511663,708
11/7/2017,315044497913178252633,22865503353,379233503826,13.72,10557839,291.84,20413.78125,104271.6052,6712817,13393206633,95587760.75,6211,1412.215,14267,470418,759
11/8/2017,379928853676412657103,23449784813,381424613466,13.7,10631410,307.35,20252.90625,107650.2165,6713955,16154783877,95608013.65625,6236,1454.5379999999998,14220,480413,663
11/9/2017,324913774650554876182,24998074107,383168636753,13.79,10737345,319.66,20313.09375,104847.534,6718203,15785570759,95628326.75,6195,1420.5929999999998,13929,467172,745
11/10/2017,291688738911173226248,23709873840,385385129634,13.52,10833256,296.86,20526.84375,107292.3856,6715532,15036090671,95648853.59375,6300,1429.592,13413,457427,697
11/11/2017,232953762073343777781,22677610504,388052195665,13.58,10910568,314.23,20418.28125,107159.6779,6714315,15394750336,95669271.875,6267,1437.744,12665,394378,687
11/12/2017,297799562429250626367,22925780729,388032864731,13.53,10997046,306.02,20210.71875,104119.0552,6712808,18011273725,95689482.59375,6245,1487.3310000000001,13233,434380,625
11/13/2017,309385435142584601652,24529577479,389560338227,13.65,11079264,314.6,20421.1875,108131.6819,6714950,16603636136,95709903.78125,6225,1456.779,14443,443176,742
11/14/2017,335979527230492319770,25946874938,389808698200,13.87,11161837,334.72,20050.03125,106077.8123,6714816,16704405736,95729953.8125,6122,1448.755,16232,475984,719
11/15/2017,412662550358806354474,27301153015,392021243384,13.69,11266683,331.2,20493.5625,105172.4065,6714993,17408995522,95750447.375,6237,1424.358,16453,540593,762
11/16/2017,353507082797256439997,25488120832,394684838951,13.8,11364268,330.32,20222.53125,102892.7379,6714876,16023943398,95770669.90625,6154,1397.135,15278,491482,751
11/17/2017,373486764295050208400,26784225318,396898628619,13.66,11464078,331.72,20364.0,104448.8859,6715914,16406020669,95791033.90625,6235,1403.2160000000001,15301,508590,700
11/18/2017,255609620533126714339,24532718494,399126407326,13.71,11538878,346.65,20331.9375,102699.5324,6715508,13339014477,95811365.84375,6215,1389.7379999999998,14628,459679,718
11/19/2017,282287107555640355383,23975090718,401307168520,13.6,11608818,354.6,20422.78125,104355.4507,6714834,14229082585,95831788.625,6266,1402.317,14551,464563,695
11/20/2017,371508144057564609180,26027982305,403977711170,13.81,11684803,367.71,20408.34375,109359.1738,6713109,16089304528,95852196.96875,6176,1489.214,16654,530141,797
11/21/2017,363885755271037885352,25906539931,407018351392,13.8,11772235,360.52,20394.0,108369.166,6715338,17548793491,95872590.96875,6174,1471.463,16182,524044,800
11/22/2017,365489233899613082003,26017543726,409652182400,13.67,11857891,380.84,20504.4375,108413.977,6716259,16469836119,95893095.40625,6242,1462.848,15978,546489,750
11/23/2017,363134860953734755188,26725364867,412280307791,13.73,11944929,406.57,20347.40625,111945.8896,6715977,15992127664,95913442.8125,6190,1518.894,16029,537068,759
11/24/2017,312003080397651703733,26317732352,414492535535,13.68,12032606,470.43,20413.125,115308.7639,6713855,15456892039,95933855.9375,6234,1549.351,15104,525529,728
11/25/2017,289454952242473202889,27394849746,417147314099,13.69,12117975,464.61,20315.0625,115650.6206,6717095,12891179323,95954171.0,6201,1562.0729999999999,16192,561166,730
11/26/2017,355108567824283180979,27674135132,420199319587,13.79,12206781,470.54,20360.8125,114234.6471,6715381,14953923259,95974531.8125,6169,1553.38,16099,542484,794
11/27/2017,369147153812364788224,30599511959,423821579914,14.02,12307159,475.24,20271.75,111012.5089,6717512,15537337870,95994803.5625,6086,1537.205,22187,608695,852
11/28/2017,423203743142495619496,30288687055,426567391029,13.95,12432637,466.27,20309.625,109624.1629,6717145,16779210323,96015113.1875,6094,1508.043,18980,638989,860
11/29/2017,444283457464524015736,29519996063,427006151922,13.92,12552695,427.42,20425.03125,110777.041,6716943,17499867713,96035538.21875,6108,1520.78,18539,663579,903
11/30/2017,423152742251986989286,28880894729,429024595331,13.83,12661777,434.85,20416.125,113297.2221,6716861,16354038320,96055954.34375,6151,1542.746,18059,655457,840
12/1/2017,416073298110365404963,31811531693,431635365536,13.89,12765900,461.58,20476.6875,112532.0888,6718817,14561757161,96076431.03125,6127,1546.95,18184,622720,882
12/2/2017,344504596509460534102,30183667434,434242154217,14.07,12861547,457.96,20205.1875,113254.2957,6720306,13179215357,96096636.21875,6053,1570.293,17954,627785,858
12/3/2017,407152401006737587746,33003047721,437516469710,14.08,12965590,462.81,20336.53125,108346.0306,6721650,14068434201,96116972.75,6029,1509.751,19326,693808,943
12/4/2017,804106265031308025828,34887121288,440115378083,14.86,13091051,466.93,20428.21875,104059.7805,6722294,21962218932,96137400.96875,5671,1530.846,19741,701834,1433
12/5/2017,1183244508785510964674,35038771633,443537515617,14.94,13208395,453.96,20636.8125,99992.914,6726859,30921177676,96158037.78125,5588,1477.4920000000002,19800,693090,1630
12/6/2017,1540650625445084623316,33872524569,446942521684,15.36,13403976,422.48,20641.21875,96691.0258,6722801,42116421717,96178679.0,5473,1468.45,21174,791746,1801
12/7/2017,2239289048257415314301,37125990058,447810060404,14.57,13563836,421.15,20906.25,102734.9418,6730260,59656597683,96199585.25,5798,1480.719,17899,659068,1508
12/8/2017,2315319813038268483611,37650148331,448840014695,14.58,13702993,451.74,20433.09375,107759.82,6735817,61102848374,96220018.34375,5803,1552.89,21220,766411,1281
12/9/2017,2126409907856437936899,38152909553,452262138428,14.51,13825811,472.86,20563.875,108274.827,6777454,55563635227,96240582.21875,5813,1553.2020000000002,19891,707223,1324
12/10/2017,1918268034586957233054,41534619670,455779521821,14.57,13941394,436.49,20392.3125,107701.6643,7555518,43572173439,96260974.53125,5781,1549.4270000000001,20864,716575,1286
12/11/2017,1531823683897428234440,42190609044,456999443015,14.68,14063297,513.29,20329.5,108835.4221,7799361,35272081823,96281304.03125,5749,1575.7120000000002,23554,828899,1288
12/12/2017,1559061195386161064344,42534383833,460714708170,14.73,14212741,657.7,20573.53125,106635.3798,7906762,38367405491,96301877.5625,5715,1556.261,25607,872340,1443
,,,464429973325.0,,,,,,,,,,,,,
,,,468145238480.0,,,,,,,,,,,,,
,,,473866837923.0,,,,,,,,,,,,,
,,,475101898694.0,,,,,,,,,,,,,
,,,477485271114.0,,,,,,,,,,,,,
,,,481577520734.0,,,,,,,,,,,,,
,,,486181869014.0,,,,,,,,,,,,,
,,,490718160364.0,,,,,,,,,,,,,
,,,495574289855.0,,,,,,,,,,,,,
